Id,Label,timeset,﻿influencer_id,influencer_name,influencer_main_genre,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,influencer_id,modularity_class
83,,,804289,Lynn Anderson,Country,0,0,0,0,,0
84,,,50493,Soulfly,Pop/Rock,0,0,0,0,,0
85,,,96977,In Flames,Pop/Rock,0,0,0,0,,0
86,,,97325,Biohazard,Pop/Rock,0,0,0,0,,0
87,,,219966,Vision of Disorder,Pop/Rock,0,0,0,0,,0
88,,,561105,Hatebreed,Pop/Rock,0,0,0,0,,0
89,,,607053,At the Gates,Pop/Rock,0,0,0,0,,0
90,,,1528006,Olivier Messiaen,Classical,0,0,0,0,,0
91,,,559405,Daddy Yankee,Latin,0,0,0,0,,0
92,,,156886,Spyro Gyra,Jazz,0,0,0,0,,0
93,,,112017,Jo Stafford,Vocal,0,0,0,0,,0
94,,,203804,Victor Borge,Comedy/Spoken,0,0,0,0,,0
95,,,588679,Theodore Bikel,Folk,0,0,0,0,,0
96,,,744548,Spike Jones,Comedy/Spoken,0,0,0,0,,0
97,,,38936,Simon & Garfunkel,Pop/Rock,0,0,0,0,,0
98,,,41874,The Beach Boys,Pop/Rock,0,0,0,0,,0
99,,,249175,Les Baxter,Easy Listening,0,0,0,0,,0
100,,,639397,Caetano Veloso,Latin,0,0,0,0,,0
101,,,642542,Burt Bacharach,Pop/Rock,0,0,0,0,,0
102,,,765585,Baden Powell,Latin,0,0,0,0,,0
103,,,781837,Ant脙麓nio Carlos Jobim,Latin,0,0,0,0,,0
104,,,785283,Jo脙拢o Gilberto,International,0,0,0,0,,0
105,,,792507,Frank Sinatra,Vocal,0,0,0,0,,0
106,,,798543,Ed脙潞 Lobo,Latin,0,0,0,0,,0
107,,,183867,John Cage,Classical,0,0,0,0,,0
108,,,346336,Pink Floyd,Pop/Rock,0,0,0,0,,0
109,,,423829,Miles Davis,Jazz,0,0,0,0,,0
110,,,750519,Terry Riley,Avant-Garde,0,0,0,0,,0
111,,,840102,Jefferson Airplane,Pop/Rock,0,0,0,0,,0
112,,,988440,Grateful Dead,Pop/Rock,0,0,0,0,,0
113,,,133969,Joan Armatrading,Pop/Rock,0,0,0,0,,0
114,,,7689,TLC,R&B;,0,0,0,0,,0
115,,,160690,En Vogue,R&B;,0,0,0,0,,0
116,,,208774,Janet Jackson,R&B;,0,0,0,0,,0
117,,,262255,Mariah Carey,R&B;,0,0,0,0,,0
118,,,319347,R. Kelly,R&B;,0,0,0,0,,0
119,,,376204,Mary J. Blige,R&B;,0,0,0,0,,0
120,,,802302,Chaka Khan,R&B;,0,0,0,0,,0
121,,,820434,Whitney Houston,R&B;,0,0,0,0,,0
122,,,112462,Cream,Pop/Rock,0,0,0,0,,0
123,,,176936,Elmore James,Blues,0,0,0,0,,0
124,,,187478,Eric Clapton,Pop/Rock,0,0,0,0,,0
125,,,192382,Deep Purple,Pop/Rock,0,0,0,0,,0
126,,,240865,Jeff Beck,Pop/Rock,0,0,0,0,,0
127,,,255371,Leslie West,Pop/Rock,0,0,0,0,,0
128,,,489303,The Yardbirds,Pop/Rock,0,0,0,0,,0
129,,,824599,Little Walter,Blues,0,0,0,0,,0
130,,,831381,Robin Trower,Pop/Rock,0,0,0,0,,0
131,,,894465,The Rolling Stones,Pop/Rock,0,0,0,0,,0
132,,,18977,Barry Manilow,Pop/Rock,0,0,0,0,,0
133,,,19297,America,Pop/Rock,0,0,0,0,,0
134,,,297894,Poco,Pop/Rock,0,0,0,0,,0
135,,,517607,Brand New,Pop/Rock,0,0,0,0,,0
136,,,583618,Sunny Day Real Estate,Pop/Rock,0,0,0,0,,0
137,,,626463,Stone Temple Pilots,Pop/Rock,0,0,0,0,,0
138,,,859509,Quicksand,Pop/Rock,0,0,0,0,,0
139,,,101895,Joe,R&B;,0,0,0,0,,0
140,,,239859,Leonard Bernstein,Classical,0,0,0,0,,0
141,,,304458,Jule Styne,Stage & Screen,0,0,0,0,,0
142,,,649950,George Martin,Pop/Rock,0,0,0,0,,0
143,,,691807,Stephen Sondheim,Stage & Screen,0,0,0,0,,0
144,,,178014,U-Roy,Reggae,0,0,0,0,,0
145,,,246768,Derrick Morgan,Reggae,0,0,0,0,,0
146,,,295276,Jimmy Cliff,Reggae,0,0,0,0,,0
147,,,603590,Aswad,Reggae,0,0,0,0,,0
148,,,745584,Steel Pulse,Reggae,0,0,0,0,,0
149,,,790988,Toots & the Maytals,Reggae,0,0,0,0,,0
150,,,819344,Desmond Dekker,Reggae,0,0,0,0,,0
151,,,855773,Prince Jazzbo,Reggae,0,0,0,0,,0
152,,,131627,Creedence Clearwater Revival,Pop/Rock,0,0,0,0,,0
153,,,137580,The Cramps,Pop/Rock,0,0,0,0,,0
154,,,170369,Lynyrd Skynyrd,Pop/Rock,0,0,0,0,,0
155,,,207735,Charlie Feathers,Pop/Rock,0,0,0,0,,0
156,,,240311,Link Wray,Pop/Rock,0,0,0,0,,0
157,,,289177,Sam the Sham & the Pharaohs,Pop/Rock,0,0,0,0,,0
158,,,309458,Screamin' Jay Hawkins,R&B;,0,0,0,0,,0
159,,,332141,Jerry Lee Lewis,Pop/Rock,0,0,0,0,,0
160,,,519637,Brian Setzer,Pop/Rock,0,0,0,0,,0
161,,,578028,Mojo Nixon,Pop/Rock,0,0,0,0,,0
162,,,584923,Dave Edmunds,Pop/Rock,0,0,0,0,,0
163,,,690254,ZZ Top,Pop/Rock,0,0,0,0,,0
164,,,744265,Tony Joe White,Pop/Rock,0,0,0,0,,0
165,,,767068,Keith Richards,Pop/Rock,0,0,0,0,,0
166,,,816890,Johnny Cash,Country,0,0,0,0,,0
167,,,921965,The Ventures,Pop/Rock,0,0,0,0,,0
168,,,923384,Molly Hatchet,Pop/Rock,0,0,0,0,,0
169,,,532957,Cab Calloway,Jazz,0,0,0,0,,0
170,,,805930,Charlie Christian,Jazz,0,0,0,0,,0
171,,,123007,The Dickies,Pop/Rock,0,0,0,0,,0
172,,,490141,The Weirdos,Pop/Rock,0,0,0,0,,0
173,,,42234,Steven Halpern,New Age,0,0,0,0,,0
174,,,536122,George Duke,Jazz,0,0,0,0,,0
175,,,31380,Paula Abdul,Pop/Rock,0,0,0,0,,0
176,,,122754,Cyndi Lauper,Pop/Rock,0,0,0,0,,0
177,,,145443,Fito Olivares,Latin,0,0,0,0,,0
178,,,237205,Madonna,Pop/Rock,0,0,0,0,,0
179,,,661524,Donna Summer,R&B;,0,0,0,0,,0
180,,,664817,Gloria Estefan,Pop/Rock,0,0,0,0,,0
181,,,806336,Los Tigres del Norte,Latin,0,0,0,0,,0
182,,,100160,The Kinks,Pop/Rock,0,0,0,0,,0
183,,,577627,The Who,Pop/Rock,0,0,0,0,,0
184,,,1190,Syreeta,R&B;,0,0,0,0,,0
185,,,74195,Natalie Cole,R&B;,0,0,0,0,,0
186,,,101946,Isaac Hayes,R&B;,0,0,0,0,,0
187,,,134600,D'Angelo,R&B;,0,0,0,0,,0
188,,,164053,Faith Evans,R&B;,0,0,0,0,,0
189,,,165011,Dionne Warwick,R&B;,0,0,0,0,,0
190,,,170770,Erykah Badu,R&B;,0,0,0,0,,0
191,,,279337,Sade,R&B;,0,0,0,0,,0
192,,,290072,Roberta Flack,R&B;,0,0,0,0,,0
193,,,316834,Marvin Gaye,R&B;,0,0,0,0,,0
194,,,361393,Prince,R&B;,0,0,0,0,,0
195,,,411761,Nina Simone,Vocal,0,0,0,0,,0
196,,,568861,The Sweet Inspirations,R&B;,0,0,0,0,,0
197,,,614823,Brenda Russell,R&B;,0,0,0,0,,0
198,,,622805,Stevie Wonder,R&B;,0,0,0,0,,0
199,,,866491,Maxwell,R&B;,0,0,0,0,,0
200,,,887806,Oleta Adams,Pop/Rock,0,0,0,0,,0
201,,,927555,Aretha Franklin,R&B;,0,0,0,0,,0
202,,,933172,Allen Toussaint,R&B;,0,0,0,0,,0
203,,,22124,Slayer,Pop/Rock,0,0,0,0,,0
204,,,98465,Iron Maiden,Pop/Rock,0,0,0,0,,0
205,,,105422,Corrosion of Conformity,Pop/Rock,0,0,0,0,,0
206,,,163386,Exhorder,Pop/Rock,0,0,0,0,,0
207,,,246611,Judas Priest,Pop/Rock,0,0,0,0,,0
208,,,260206,Van Halen,Pop/Rock,0,0,0,0,,0
209,,,287259,Saint Vitus,Pop/Rock,0,0,0,0,,0
210,,,315403,Venom,Pop/Rock,0,0,0,0,,0
211,,,371258,Napalm Death,Pop/Rock,0,0,0,0,,0
212,,,386253,Negative Approach,Pop/Rock,0,0,0,0,,0
213,,,406294,Megadeth,Pop/Rock,0,0,0,0,,0
214,,,424244,Ozzy Osbourne,Pop/Rock,0,0,0,0,,0
215,,,490952,Anthrax,Pop/Rock,0,0,0,0,,0
216,,,501407,Mot脙露rhead,Pop/Rock,0,0,0,0,,0
217,,,561715,Godflesh,Pop/Rock,0,0,0,0,,0
218,,,588450,Annihilator,Pop/Rock,0,0,0,0,,0
219,,,673208,Manowar,Pop/Rock,0,0,0,0,,0
220,,,749970,Ted Nugent,Pop/Rock,0,0,0,0,,0
221,,,751910,Testament,Pop/Rock,0,0,0,0,,0
222,,,925852,Anvil,Pop/Rock,0,0,0,0,,0
223,,,957085,Danzig,Pop/Rock,0,0,0,0,,0
224,,,1098,Soundgarden,Pop/Rock,0,0,0,0,,0
225,,,223627,John Frusciante,Pop/Rock,0,0,0,0,,0
226,,,280956,Rollins Band,Pop/Rock,0,0,0,0,,0
227,,,351733,Nine Inch Nails,Pop/Rock,0,0,0,0,,0
228,,,357406,Nirvana,Pop/Rock,0,0,0,0,,0
229,,,388198,Neurosis,Pop/Rock,0,0,0,0,,0
230,,,506513,Mr. Bungle,Pop/Rock,0,0,0,0,,0
231,,,572737,Helmet,Pop/Rock,0,0,0,0,,0
232,,,825251,Marilyn Manson,Pop/Rock,0,0,0,0,,0
233,,,120521,Chuck Berry,Pop/Rock,0,0,0,0,,0
234,,,180228,Elvis Presley,Pop/Rock,0,0,0,0,,0
235,,,799053,Donovan,Pop/Rock,0,0,0,0,,0
236,,,824022,Little Richard,Pop/Rock,0,0,0,0,,0
237,,,16835,The Paul Butterfield Blues Band,Blues,0,0,0,0,,0
238,,,22928,Steppenwolf,Pop/Rock,0,0,0,0,,0
239,,,46120,The Amboy Dukes,Pop/Rock,0,0,0,0,,0
240,,,76057,King Crimson,Pop/Rock,0,0,0,0,,0
241,,,114342,The Doors,Pop/Rock,0,0,0,0,,0
242,,,137474,Laura Nyro,Pop/Rock,0,0,0,0,,0
243,,,138699,Frank Zappa,Pop/Rock,0,0,0,0,,0
244,,,311674,Vanilla Fudge,Pop/Rock,0,0,0,0,,0
245,,,327765,John Barry,Stage & Screen,0,0,0,0,,0
246,,,489676,The Pretty Things,Pop/Rock,0,0,0,0,,0
247,,,6334,Tony Bennett,Vocal,0,0,0,0,,0
248,,,150629,脙鈥癲ith Piaf,Vocal,0,0,0,0,,0
249,,,695189,Yves Montand,Vocal,0,0,0,0,,0
250,,,804476,Charles Aznavour,Vocal,0,0,0,0,,0
251,,,958533,Dave Brubeck,Jazz,0,0,0,0,,0
252,,,28692,Terry Gibbs,Jazz,0,0,0,0,,0
253,,,175553,John Coltrane,Jazz,0,0,0,0,,0
254,,,208404,Dexter Gordon,Jazz,0,0,0,0,,0
255,,,404463,Ravi Shankar,International,0,0,0,0,,0
256,,,640675,Bud Powell,Jazz,0,0,0,0,,0
257,,,868092,McCoy Tyner,Jazz,0,0,0,0,,0
258,,,749222,Paul Oakenfold,Electronic,0,0,0,0,,0
259,,,752945,Paul van Dyk,Electronic,0,0,0,0,,0
260,,,37730,Pearl Jam,Pop/Rock,0,0,0,0,,0
261,,,39258,Paul Westerberg,Pop/Rock,0,0,0,0,,0
262,,,47789,BoDeans,Pop/Rock,0,0,0,0,,0
263,,,51992,Big Star,Pop/Rock,0,0,0,0,,0
264,,,78741,The Connells,Pop/Rock,0,0,0,0,,0
265,,,130173,Crowded House,Pop/Rock,0,0,0,0,,0
266,,,184043,Foo Fighters,Pop/Rock,0,0,0,0,,0
267,,,287917,Lindsey Buckingham,Pop/Rock,0,0,0,0,,0
268,,,350840,Jimmy Buffett,Pop/Rock,0,0,0,0,,0
269,,,387530,Matthew Sweet,Pop/Rock,0,0,0,0,,0
270,,,490554,The Posies,Pop/Rock,0,0,0,0,,0
271,,,612716,Tom Petty,Pop/Rock,0,0,0,0,,0
272,,,853492,Marshall Crenshaw,Pop/Rock,0,0,0,0,,0
273,,,898479,The Smithereens,Pop/Rock,0,0,0,0,,0
274,,,936425,Todd Rundgren,Pop/Rock,0,0,0,0,,0
275,,,987491,Gram Parsons,Pop/Rock,0,0,0,0,,0
276,,,11707,Steely Dan,Pop/Rock,0,0,0,0,,0
277,,,43714,Bee Gees,Pop/Rock,0,0,0,0,,0
278,,,46925,"Blood, Sweat & Tears",Pop/Rock,0,0,0,0,,0
279,,,96964,Boz Scaggs,Pop/Rock,0,0,0,0,,0
280,,,102399,Larry Carlton,Jazz,0,0,0,0,,0
281,,,110161,Chicago,Pop/Rock,0,0,0,0,,0
282,,,130689,Jackson Browne,Pop/Rock,0,0,0,0,,0
283,,,136871,The Doobie Brothers,Pop/Rock,0,0,0,0,,0
284,,,277351,Loggins & Messina,Pop/Rock,0,0,0,0,,0
285,,,481461,Orleans,Pop/Rock,0,0,0,0,,0
286,,,674662,Manfred Mann,Pop/Rock,0,0,0,0,,0
287,,,685647,Yes,Pop/Rock,0,0,0,0,,0
288,,,796734,Elton John,Pop/Rock,0,0,0,0,,0
289,,,957296,Herbie Hancock,Jazz,0,0,0,0,,0
290,,,60306,Harold Arlen,Stage & Screen,0,0,0,0,,0
291,,,79016,Billie Holiday,Vocal,0,0,0,0,,0
292,,,82584,Billy Eckstine,Vocal,0,0,0,0,,0
293,,,162677,Dizzy Gillespie,Jazz,0,0,0,0,,0
294,,,172642,Joe Mooney,Vocal,0,0,0,0,,0
295,,,184502,Ella Fitzgerald,Vocal,0,0,0,0,,0
296,,,204901,Sarah Vaughan,Vocal,0,0,0,0,,0
297,,,211758,Charlie Parker,Jazz,0,0,0,0,,0
298,,,212612,Johnny Hartman,Vocal,0,0,0,0,,0
299,,,213590,Joe Williams,Vocal,0,0,0,0,,0
300,,,244406,Johnny Mercer,Vocal,0,0,0,0,,0
301,,,742899,Stan Getz,Jazz,0,0,0,0,,0
302,,,396372,Max Roach,Jazz,0,0,0,0,,0
303,,,21334,Stephanie Mills,R&B;,0,0,0,0,,0
304,,,816701,Deniece Williams,R&B;,0,0,0,0,,0
305,,,825168,The Jones Girls,R&B;,0,0,0,0,,0
306,,,46861,Ray Charles,R&B;,0,0,0,0,,0
307,,,60679,Big Joe Williams,Blues,0,0,0,0,,0
308,,,815039,John Lee Hooker,Blues,0,0,0,0,,0
309,,,825208,Lightnin' Hopkins,Blues,0,0,0,0,,0
310,,,942252,Compay Segundo,Latin,0,0,0,0,,0
311,,,197424,Vicente Fern脙隆ndez,Latin,0,0,0,0,,0
312,,,311680,Luis Miguel,Latin,0,0,0,0,,0
313,,,617613,Alejandro Fern脙隆ndez,Latin,0,0,0,0,,0
314,,,619388,Alejandro Sanz,Latin,0,0,0,0,,0
315,,,245039,Vassar Clements,Country,0,0,0,0,,0
316,,,389979,Ralph Stanley,Country,0,0,0,0,,0
317,,,778568,J.D. Crowe & the New South,Country,0,0,0,0,,0
318,,,36537,Steve Howe,Pop/Rock,0,0,0,0,,0
319,,,89021,Jimmy Page,Pop/Rock,0,0,0,0,,0
320,,,209142,George Harrison,Pop/Rock,0,0,0,0,,0
321,,,307135,Rick Nielsen,Pop/Rock,0,0,0,0,,0
322,,,496405,The Shadows,Pop/Rock,0,0,0,0,,0
323,,,805785,Joe Satriani,Pop/Rock,0,0,0,0,,0
324,,,821571,Smokey Robinson,R&B;,0,0,0,0,,0
325,,,842351,Pete Townshend,Pop/Rock,0,0,0,0,,0
326,,,113480,Jaco Pastorius,Jazz,0,0,0,0,,0
327,,,152312,Jack Bruce,Pop/Rock,0,0,0,0,,0
328,,,61479,The Five Satins,R&B;,0,0,0,0,,0
329,,,64145,The Five Keys,R&B;,0,0,0,0,,0
330,,,82013,The Impressions,R&B;,0,0,0,0,,0
331,,,118544,The Drifters,R&B;,0,0,0,0,,0
332,,,144458,Curtis Mayfield,R&B;,0,0,0,0,,0
333,,,147200,The Dells,R&B;,0,0,0,0,,0
334,,,162820,Gene Chandler,R&B;,0,0,0,0,,0
335,,,329468,Jerry Butler,R&B;,0,0,0,0,,0
336,,,524239,Brook Benton,R&B;,0,0,0,0,,0
337,,,894335,The Platters,R&B;,0,0,0,0,,0
338,,,41420,Pebbles,R&B;,0,0,0,0,,0
339,,,59819,Betty Wright,R&B;,0,0,0,0,,0
340,,,101953,Klymaxx,R&B;,0,0,0,0,,0
341,,,118289,Labelle,R&B;,0,0,0,0,,0
342,,,477875,The Supremes,R&B;,0,0,0,0,,0
343,,,500889,Minnie Riperton,R&B;,0,0,0,0,,0
344,,,509356,Atlantic Starr,R&B;,0,0,0,0,,0
345,,,569256,The Tams,R&B;,0,0,0,0,,0
346,,,572106,The Three Degrees,R&B;,0,0,0,0,,0
347,,,594665,Diana Ross,R&B;,0,0,0,0,,0
348,,,664849,Gloria Gaynor,R&B;,0,0,0,0,,0
349,,,746666,Sister Sledge,R&B;,0,0,0,0,,0
350,,,865016,New Edition,R&B;,0,0,0,0,,0
351,,,894847,The Pointer Sisters,R&B;,0,0,0,0,,0
352,,,55128,Bo Diddley,Pop/Rock,0,0,0,0,,0
353,,,58616,The Champs,Pop/Rock,0,0,0,0,,0
354,,,116984,Chubby Checker,R&B;,0,0,0,0,,0
355,,,502806,The Rivingtons,R&B;,0,0,0,0,,0
356,,,773642,The Kingsmen,Pop/Rock,0,0,0,0,,0
357,,,50251,Blind Melon,Pop/Rock,0,0,0,0,,0
358,,,88180,Kid Rock,Pop/Rock,0,0,0,0,,0
359,,,798606,Fugazi,Pop/Rock,0,0,0,0,,0
360,,,139908,The Cult,Pop/Rock,0,0,0,0,,0
361,,,418740,Sex Pistols,Pop/Rock,0,0,0,0,,0
362,,,671953,Heart,Pop/Rock,0,0,0,0,,0
363,,,891063,Misfits,Pop/Rock,0,0,0,0,,0
364,,,334740,Ronnie Milsap,Country,0,0,0,0,,0
365,,,13393,Tower of Power,R&B;,0,0,0,0,,0
366,,,59655,The Mar-Keys,R&B;,0,0,0,0,,0
367,,,94224,Ike & Tina Turner,R&B;,0,0,0,0,,0
368,,,128099,James Brown,R&B;,0,0,0,0,,0
369,,,149973,Barbara Lynn,R&B;,0,0,0,0,,0
370,,,170454,Carla Thomas,R&B;,0,0,0,0,,0
371,,,179764,Fontella Bass,R&B;,0,0,0,0,,0
372,,,414251,Otis Redding,R&B;,0,0,0,0,,0
373,,,477377,The Memphis Horns,R&B;,0,0,0,0,,0
374,,,542976,Candi Staton,R&B;,0,0,0,0,,0
375,,,667169,Gladys Knight & the Pips,R&B;,0,0,0,0,,0
376,,,751738,Steve Cropper,R&B;,0,0,0,0,,0
377,,,772526,Irma Thomas,R&B;,0,0,0,0,,0
378,,,803242,Lyn Collins,R&B;,0,0,0,0,,0
379,,,806542,Etta James,Blues,0,0,0,0,,0
380,,,817011,Was (Not Was),Pop/Rock,0,0,0,0,,0
381,,,894531,Otis Clay,R&B;,0,0,0,0,,0
382,,,59293,The Mamas & the Papas,Pop/Rock,0,0,0,0,,0
383,,,71336,The Four Freshmen,Vocal,0,0,0,0,,0
384,,,328352,The New Christy Minstrels,Folk,0,0,0,0,,0
385,,,575051,Herman's Hermits,Pop/Rock,0,0,0,0,,0
386,,,65590,The Flaming Lips,Pop/Rock,0,0,0,0,,0
387,,,189678,Galaxie 500,Pop/Rock,0,0,0,0,,0
388,,,325459,R.E.M.,Pop/Rock,0,0,0,0,,0
389,,,422405,The Replacements,Pop/Rock,0,0,0,0,,0
390,,,545726,Guided by Voices,Pop/Rock,0,0,0,0,,0
391,,,621944,The Boo Radleys,Pop/Rock,0,0,0,0,,0
392,,,752314,Pavement,Pop/Rock,0,0,0,0,,0
393,,,780625,Cracker,Pop/Rock,0,0,0,0,,0
394,,,922911,Mojave 3,Pop/Rock,0,0,0,0,,0
395,,,39013,Alkaline Trio,Pop/Rock,0,0,0,0,,0
396,,,305363,Saves the Day,Pop/Rock,0,0,0,0,,0
397,,,563834,Dag Nasty,Pop/Rock,0,0,0,0,,0
398,,,690456,Youth of Today,Pop/Rock,0,0,0,0,,0
399,,,781766,Cro-Mags,Pop/Rock,0,0,0,0,,0
400,,,808944,Jawbreaker,Pop/Rock,0,0,0,0,,0
401,,,855836,The Promise Ring,Pop/Rock,0,0,0,0,,0
402,,,178906,Jawbox,Pop/Rock,0,0,0,0,,0
403,,,219203,U2,Pop/Rock,0,0,0,0,,0
404,,,803026,Government Issue,Pop/Rock,0,0,0,0,,0
405,,,11754,Sheena Easton,Pop/Rock,0,0,0,0,,0
406,,,22257,Patty Smyth,Pop/Rock,0,0,0,0,,0
407,,,137084,Jody Watley,R&B;,0,0,0,0,,0
408,,,159433,Take That,Pop/Rock,0,0,0,0,,0
409,,,177454,M People,Electronic,0,0,0,0,,0
410,,,228099,Howard Jones,Pop/Rock,0,0,0,0,,0
411,,,235923,Leif Garrett,Pop/Rock,0,0,0,0,,0
412,,,246960,Wham!,Pop/Rock,0,0,0,0,,0
413,,,290590,Samantha Fox,Pop/Rock,0,0,0,0,,0
414,,,302106,Lisa Stansfield,R&B;,0,0,0,0,,0
415,,,354722,Rick Astley,Pop/Rock,0,0,0,0,,0
416,,,390477,New Kids on the Block,Pop/Rock,0,0,0,0,,0
417,,,484145,The Partridge Family,Pop/Rock,0,0,0,0,,0
418,,,495338,Ace of Base,Pop/Rock,0,0,0,0,,0
419,,,545074,George Michael,Pop/Rock,0,0,0,0,,0
420,,,572499,The Velvelettes,R&B;,0,0,0,0,,0
421,,,776093,Kylie Minogue,Pop/Rock,0,0,0,0,,0
422,,,790833,Shalamar,R&B;,0,0,0,0,,0
423,,,874289,Menudo,Latin,0,0,0,0,,0
424,,,121590,Jacques Brel,Vocal,0,0,0,0,,0
425,,,253142,Scott Walker,Pop/Rock,0,0,0,0,,0
426,,,567624,The Stylistics,R&B;,0,0,0,0,,0
